Tanggal,Teks_Ulasan,Rating
2026-05-11 20:36:08,keren,5
2026-05-11 20:34:44,kasih akunn akuu kehokiann yaww min,5
2026-05-11 20:34:03,game nya seru banget.apalahi pas lagi war beh suara nya realistis parah,5
2026-05-11 20:32:23,"maaf ngasih bintang 3. tiap ingin on mic sering kali suara saya tidak terdengar oleh tim. sedangkan device saya tidak ada kerusakan apapun itu, tetapi tidak bisa on mic. microphone aktif tetapi tidak bisa di dengar oleh tim untuk device redmi 10 2022. saya tidak tau untuk device lain apakah mengalami hal serupa dengan device ini. semoga bug akan segera diperbaiki. terimakasih 🙏🏻",3
2026-05-11 20:30:23,Permainan ini hebat sekali adalah kesukaanku,5
2026-05-11 20:29:17,uc gratis 10000k= bintang 5,1
2026-05-11 20:24:36,pokoknya bintang 5,5
2026-05-11 20:23:01,gokil sih Wak ga ada kurangnya ya cuma harus pak hp bagus sih Wak semoga lancar jaya tencent,5
2026-05-11 20:12:37,OBB service membuat agak malas bermain.,4
2026-05-11 19:59:53,game seru dan menghibur,5
2026-05-11 19:51:48,"main game ini biar ga kesepian, tapi mainnya sendiri",5
2026-05-11 19:48:55,NICE,5
2026-05-11 19:38:46,event 2024 kaya t@1 sumpah jelek amat event gjls,4
2026-05-11 19:24:17,menghibur kurang pakain sama skin mobil terlalu mahal,5
2026-05-11 19:20:10,"min hadirkan skin m4 upgrade di peti premium,plisss",5
2026-05-11 19:14:34,"sayang nya ,toko recall nya cepat banget hilang",4
2026-05-11 19:11:15,game ny bagus bgt apa lagi klo pke sniper ghost banget,5
2026-05-11 19:11:09,bagus banget game favorit,5
2026-05-11 19:05:41,game nya nggak baguss,1
2026-05-11 19:03:44,"game udah bagus, tapi buat player lama yang mau naik tingkat tolong grading nya jangan di persulit, selain device nya berbeda dengan pemain yang mungganakan tablet, ipad, komputer, kasian pemain yang menggunakan hp yang standarnya, level pemain toling di setarakan dengan sesama tingkat level nya, jangan di samakan dengan level yang sudah tinggi",5
2026-05-11 19:01:16,"PUBG Mobile makin keren 🔥 Gameplay seru, event banyak, grafik mantap, dan makin asik dimainkan bareng teman. Update terbaru juga keren banget. Semoga terus berkembang dan makin optimal ❤️⭐⭐⭐⭐⭐",5
2026-05-11 18:55:19,pubg ni milih2 masa saya sudah bermain udh brpa tahun m4 glacier gak pernah di kasi dri qw pertama main masih m4 panu,5
2026-05-11 18:50:27,setelah update sekarang makin ga seru dari segi macth udah tidak ada lagi recal atau pun map berkabut trus,1
2026-05-11 18:40:46,game yang sangat baik dan bisa dapat teman di berbagai negara,5
2026-05-11 18:38:54,"gw ulas ulang, gw suka game nya, tapi gw ingin akun yang kena hack sama orang luar bisa kembali ke gw, kalo bisa yaa, emang udah lama dari tahun 2021 kalo gak salah Kena hack, ada bukti screenshot profil nya juga waktu gw masih main akun itu.",5
2026-05-11 18:36:21,👍👍👍,5
2026-05-11 18:26:44,pubg slalu dihati,5
2026-05-11 18:14:27,Game ini sangat menalarupapan kang,5
2026-05-11 18:12:23,"mantap, smenjak adanya sistem grading jadi makin menantang, main pubg jadi gak mudah bosen lagi karena sekarang naik tier jadi sesuatu yang lebih membanggakan",5
2026-05-11 18:09:22,game bagus tapi akun saya terkunci tidak bisa kembali lagi padahal berhenti main cuman sebentar karena kehalang device padahal akun itu sering aktif,5
2026-05-11 18:06:41,min kapan ni update nya 4.4 ?,5
2026-05-11 18:05:08,Tolong sistem grading nya di permudah,5
2026-05-11 18:01:21,min coba di perbaikin ya min soal nya saya nurunin grafis samepk super smoot tapi kok pas turun di poncingki rumah nya kok gak ke render min yang hp kentang buat msin kesusahan tolong ya min iziiinnnnnn mau proo,5
2026-05-11 18:00:34,menarik cuman hp saya gampang panas kalo bisa fps nya turunin lagi ☺️,4
2026-05-11 17:59:08,Bagus,5
2026-05-11 17:58:22,hiburan tiap hari,5
2026-05-11 17:47:08,tidak hoki,5
2026-05-11 17:46:45,gua udah update di 4.4 kok belum bisa main di event ya?,5
2026-05-11 17:37:48,"kenapa view in game android dan iphone atau ipad harus dibedakan, kenapa tidak disama kan",1
2026-05-11 17:24:04,keren,5
2026-05-11 17:22:47,bagus,5
2026-05-11 17:19:54,jelek,1
2026-05-11 17:19:43,keren,5
2026-05-11 17:19:04,"kapan update bg , gua mau main ivent , tes senjata baru 😁",5
2026-05-11 17:18:55,"Seringkali saat main, tiba-tiba muncul notifikasi nyalakan lokasi saat ini. Jujur, ganggu banget dan sinyal mendadak down.",3
2026-05-11 17:14:28,bagus sih tapi tolong kembalikan tower sam tower air dong soalnya saya dan bapak saya sering kesitu🙏,5
2026-05-11 17:10:44,gak seru karna ada gereding,5
2026-05-11 17:10:06,udah bagus sih ini game cuma M4 gua belum glacier bisa kali dikasih,5
2026-05-11 17:06:40,game nya menyenangkan,5
2026-05-11 16:55:14,game muantapppp,5
2026-05-11 16:53:21,bagus,5
2026-05-11 16:48:59,lama woii perataan updatenya,5
2026-05-11 16:47:12,grading jadi males main.,1
2026-05-11 16:44:43,good,5
2026-05-11 16:43:59,debess,5
2026-05-11 16:38:57,SEKARANG MALAH MAKIN DI PERSULIT DENGAN SISTEM GRADINGGGGGGG.... DARI ACE MASTER KE ACE DOMI TAPI LAWAN NYA CONQU APA COBA HAPUS SISTEM GRADINGGGGGGG CUMA MEMPERSULIT!!!!!!!!!!!!,1
2026-05-11 16:37:23,Hp akan nge frame jika lawan hp spek tinggi kayak deskriniminasi aja gitu wkwkwk,4
2026-05-11 16:24:58,"tolong dong yg cheat itu di ban, masa GK bisa deteksi",1
2026-05-11 16:14:53,pubg good game,5
2026-05-11 16:10:10,keren banget,5
2026-05-11 16:09:23,"Kenapaa saat login gagal""sajaa",4
2026-05-11 16:08:39,"udh main tierbl,ngk bagus lagi",1
2026-05-11 16:04:46,tensen kok belum ada map vikendinya saya udah updet,5
2026-05-11 15:52:18,CEYU BANGET GAMENYA,5
2026-05-11 15:51:39,game yang menyenangkan,5
2026-05-11 15:50:59,botnya tolong di kurangin lagi,5
2026-05-11 15:45:46,"semoga kedepannya punya device mumpuni lah buat game ini, cuma device realme 9 pro ram 6gb udah syukur banget wkwk🗿",5
2026-05-11 15:45:14,apa udah apdet apa belum,5
2026-05-11 15:42:24,"mending yang hp nya ga kuat jangan main pubg bro kusus hp sepek tinggi ya ingat, dan yang ngeluh sama gereding udh main pou aja jangan main pubg",5
2026-05-11 15:41:14,tidak bisa terbuka,5
2026-05-11 15:26:25,tingkatkan perbaiki lagi masalah lag,4
2026-05-11 15:24:51,keren,5
2026-05-11 15:12:55,😌,1
2026-05-11 14:45:57,bagus bgt,5
2026-05-11 14:09:56,mantap poll👌🏻👌🏻👌🏻,5
2026-05-11 14:03:51,mantapp,5
2026-05-11 13:57:01,ada setiap saat,5
2026-05-11 13:50:18,TOLONG YA MOONTON AGAR NAIK TIER NYA DIBUAT LEBIH GAMPANG PLIZZ MOONTON,5
2026-05-11 13:46:45,sya sangat suka dengan game ini,5
2026-05-11 13:37:49,PUBG INI TERLALU PELIT KENAPA DI EMBLEM MITIC TIDAK ADA UPGRADE SENJATA (AKM) MALAH SKAR L,1
2026-05-11 13:34:01,good,5
2026-05-11 13:14:55,"semenjak griding di kurangi jadi lebih gampang dan tidak membuat pusing, terima kasih pubgm sudah mengurangi sistem gridingnya lopp youuu",5
2026-05-11 13:04:27,mainkan sekarang,5
2026-05-11 13:00:56,"8 tahun masih tetap main, gak ada game lain yang lebih seru dari PUBG mobile",5
2026-05-11 12:59:01,"gokil ni game, ndak kayak epep",5
2026-05-11 12:58:31,pubg season kapan. ?,5
2026-05-11 12:54:18,"pubg p nya ""pemenangnya"" mobile m nya ""masalalu"" APCB🤣",5
2026-05-11 12:53:33,hhhahahahaah terbaik 😀,5
2026-05-11 12:53:05,bagus,5
2026-05-11 12:14:16,Game sangat seru,5
2026-05-11 11:47:47,saya sangat senang dengan pubg in,5
2026-05-11 11:45:18,"coba untuk naik ace gradingnya 1 kali, ace master 2 kali, dan ace dominator 3 lali..kita cuman main game untuk senang2 intinya jangan dipersulit. kita2 kan buka player kompetitip kalau yg mau kompetitip kan udah ada map ultimate royal",1
2026-05-11 11:40:38,mantap udah 8 tahun saya main tetap aja ngk bosan,5
2026-05-11 11:35:38,"game ramah dan baik hati, tapi kikir dikit",5
2026-05-11 11:13:26,dari keseluruhan game nya udah seru tapi cuma di sistem top up sama gacha nya aja yang kemahalan 🗿,5
2026-05-11 10:57:44,"ini kenapa ya PUBG MOBILE lebih 5 kali akun saya kena observasi saya bermain sportif dan tidak melakukan kecurangan apapun, alasan observasi karena banyak nya pemain yang melaporkan terkait kecurangan, maksut saya kalo memang saya bersalah langsung baned saja nggak perlu observasi sangat merugikan saya, saya bermain dportif dan tidak melakukan kecurangan, laporan pemain lain?? bukan nya prilaku pemain sekarang memang begitu ya dikit2 report laporkan, kalo terus begini ini sangat merugikan saya",1
2026-05-11 10:51:49,kapan update versi terbaru?,5
2026-05-11 10:42:47,hapus sistem grading,1
2026-05-11 10:32:17,"Saya sangat terbantu dengan grafik super smooth yg tersedia karena hp kentang saya bisa menjalankan di fps extreme(60 fps), tapi kenapa setiap selesai match dan kembali ke lobby itu data unduhan outfit berjalan/mengunduh otomatis ya? saya sudah nonaktifkan semua fitur unduhan otomatis padahal dan saya menggunakan smart download harusnya selain file yg saya pilih itu tidak ikut terdownload.. itu saja keluhan saya, semoga update kedepannya bisa fix untuk unduh otomatis setelah laga. terima kasih",5
2026-05-11 10:28:24,gooning game,5
2026-05-11 10:25:29,"di event ini sinyal gak stabil , padahal klo maen non event stabil tapi kalo pindah main di event malah sering loncat ping nya ! jadi males main nya.. nanti bintangnya di tambah kalo sinyal nya sudah di perbaiki..",5
2026-05-11 10:14:30,josss,5
2026-05-11 10:13:02,keren,5
2026-05-11 10:02:38,8 tahun bermain M4 ku masih panuan.,1
2026-05-11 10:01:17,"ijin pamit dri PUBG, ribet amat mainnya sulit naik tiernya bawaannya BOSAN",1
2026-05-11 09:57:53,game bangus,4
2026-05-11 09:49:49,min kok pubg saya gak bisa login pakek wifi kalau pakek data normal,1
2026-05-11 09:34:46,game haram tapi aku suka karena karakternta ga pake baju,5
2026-05-11 09:26:08,"tolong untuk memberikan kinerja extra yaitu dual sinyal antara penggunaan wifi dan data secara bersamaan untuk memperkuat sinyal dalam permainan, meski sudah ada tetap saja tidak ada pengaruh dan terlihat seperti Beta, tolong di optimalkan lagi",1
2026-05-11 09:24:16,kenapa saya gak bisa download obb. tertulis downloading resource terus. uninstall apk dan coba install eh masih sama kenapa yaa mohon jawab,1
2026-05-11 08:49:44,"sebenernya seru ya tapi semenjak ada grading sebenernya ya menantang tapi lebih ke males main gitu jadi susah banget disananya, apalagi buat ke rank terakhir sekarang udah ace dominator aja udah ga sanggup ngestack di ace dominator 14😭",3
2026-05-11 08:23:08,lama banget najis login doang ga kaya epep atau pun mobile legende,1
2026-05-11 08:14:49,👍👍👍,5
2026-05-11 07:38:16,"gw main dri 2020, download dri play store,tiba tbia akun gw kenak blokir,dengan alesan dowloat tidak sah ,benahi dulu sistem mu krafton beda sama Tencent dulu",1
2026-05-11 07:33:20,game nya seru,5
2026-05-11 04:20:08,Marai tambah mumet,4
2026-05-11 03:15:23,JELEK BANGET,1
2026-05-11 02:32:13,6 tahun aku bersama PUBGM. Terimakasih telah berikan game sebagus ini,5
2026-05-11 02:22:41,"setelah adanya tantangan tier buat naik tier jadi males main, susa susa naik nya cuman ga masuk syarat 1x di reset sampe abis, bikin ribet pemain aja ,gimana ga sepi ni game hadeh hadehh. uda ribet di tambah bikin ribettt.",1
2026-05-11 01:10:14,"Aku download apk lain bisa semua bisa tapi Pas mau masuk malah mentok dilobi,,🥲 beri kesempatan untuk veteran Yang lama pensi ini guru",5
2026-05-11 00:25:47,game nya kurang jelas.peta nya tunjukkan musuh salah arah.musuh di depan. arah peta arah kiri. banyak kali.banyak bab nya. ap kagak bisa di ringan kan lagi game ini ap. kurang aj bintang nya,1
2026-05-11 00:25:16,"makin lama PUBG makin berat, musuh nya engga imbang, fps turun terus",1
2026-05-11 00:10:29,"saya baru saja seminggu mendownload game ini, pada saat bermain klasik saya selalu kalah, setelah saya perhatikan lagi ternyata musuh sudah tier conqueror, bayangkan para player baru (gold) di habiskan dalam satu match oleh tier conqueror, keseimbangan match di game ini sangat buruk.",1
2026-05-10 23:52:54,coba tambahkan ban perangkat jangan hanya ban akun,5
2026-05-10 23:18:46,Pembelian saya sudah dibayar tp dalam game tidak berhasil,3
2026-05-10 22:45:49,"itu sistem grading ganti lah ke quest kek harus kill 100+4x chicken jadi kagak usah harus placement trus berturut-turut,, ada harus kill juga pake bom, molotov, AR, SMG, SNIPER masak harus ketemu musuh / team ngendok trus gara"" grading yang bener aja lu Dev",5
2026-05-10 22:31:56,"tidak se asik dulu, sekarang terlalu banyak bot nya, pemain kembali gak bisa main sama teman lama karena perbedaan rank. gak asik",1
2026-05-10 22:31:32,min pubg buat ringan banyak yang pensi gara gara memori kecil plis lah buat ringan,4
2026-05-10 21:59:03,tolong update kali ini pintu nya di hapus kayak epep😅😅,5
2026-05-10 21:44:29,grading buruk minimal gausah di reset lah PUBG kecewa gua,1
2026-05-10 21:34:00,Game nya bagus sih tapi game nya haram!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ngapain sih liat bawah haram,1
2026-05-10 21:29:18,"geme bagus Wajib download sih,tidak di sarankan untuk hp kentang 🗿",5
2026-05-10 21:08:59,"ga seimbang musuhnya, jaringannya juga bermasalah.",1
2026-05-10 20:34:50,hapus sistem grading aneh bet,1
2026-05-10 20:12:14,bagus👍😍,5
2026-05-10 19:51:36,punyakku gak bisa dilogin,1
2026-05-10 19:43:40,game burik tier tinggi suruh gabung pemain grading,1
2026-05-10 19:34:24,oke goog,5
2026-05-10 19:17:55,pelitttt,5
2026-05-10 19:06:51,"layanan pemulihan akun sangatlah buruk,karna saya mengisi formulir selalu layar saya ke atas dan ke bawah",1
2026-05-10 19:03:54,game haram,1
2026-05-10 18:38:15,"gk masuk akal game nya, fast level 3 helm level 3 bisa kalah sama yg level 1, lucu game nya",1
2026-05-10 17:50:52,terlalu alay bukannya perang malah banyakan event,1
2026-05-10 15:44:47,min kalau bisa mah ini game lebih ringan in lah biar enggak susah tiba tiba main patah patah kalau bisa saya minta tolong lebih sedikit ringan nin,5
2026-05-10 15:11:52,terlalu dipersulit.,1
2026-05-10 14:43:18,"banyak chter sakit"" betol aim nya kenak di ras akun"" sultan pemdrop langsung di perketat lagi lah developer kira"" kalu ngasi lawan akun Sultan"" jumpak dengan akun suktan"" jdi kan jumpa sma dives"" yg setara dan mode gerading nya di setara kan lh klau gini terus lama"" sepi ni game susah di banten gerading musuh nya ga ngotak dives langsung drop 😓",2
2026-05-10 13:39:21,saya sangat terhiburr,5
2026-05-10 13:35:27,"game jadi membosankan karena sistem naik tier, banyak player camper dari pada war👎👎",2
2026-05-10 13:33:30,sekarang jelek,1
2026-05-10 12:52:04,burik lama download data nya,1
2026-05-10 12:23:14,saya ingin comeback di pubg setelah 8 tahun Pensi pubg semoga skill ku kembali lagi😢,5
2026-05-10 11:55:29,"lama2 makin gak jelas pubg, yg eventlah yg gradinglah. game yg logika sajalah, mana ada perang tembak2 yg bs terbang, aneh2......jujur pubg game bagus ketimbng ff dan callduty.....uc mahal.....lama2 bubar ditinggalkan",1
2026-05-10 11:23:38,"makin kenisi makin aneh ini game PUBG ga kaya dulu jadi males maen juga,",1
2026-05-10 11:08:04,mohon maaf ini kenapa ya padahal ruangan masih banyak tapi jika main game ini hp saya terasa berat dan lag patah latah,1
2026-05-10 11:06:03,bagus,2
2026-05-10 10:46:28,bagus aja sih,4
2026-05-10 10:44:30,tolong lah hilangkan fitur grading,5
2026-05-10 10:25:09,"Gameplay nya udh bagus seperti sedia kala Walau pun masih ada rasa kurang enak di analog nya kalau kita mau lari serong ke kiri atau kanan kadang karater nya malah jalan nyamping, semoga aja Developer memperhatikan itu dan sama musuh nya itu seperti tidak bisa membedakan apakah itu AI atau pemain yang baru main, di map rondo banyak AI nya tapi mohon di tingkatkan lagi performa AI nya biar sama kek player asli ,kesan nya makin menantang gitu ✊🔥",4
2026-05-10 10:23:18,hilangin download otomasi min,2
2026-05-10 10:22:28,"ada pintnya jadi gak suka jadi aku kasih bintang 2,dan masak di dalam bisa pakai mobil kan belum turun!!",2
2026-05-10 10:19:30,bagusss,5
2026-05-10 09:52:35,"nice Min, Saya kasih Saran View TPP buat android bisa di coustum kaya ipad gitu.. Seperti game CODM yg udah bisa costum view tpp kaya ipad.",5
2026-05-10 09:07:02,tombol tembak hilang udah 1 bulan ga muncul muncul,4
2026-05-10 07:27:18,kembangkan lagi,5
2026-05-10 06:49:01,希望网络问题能再次得到改善，帧率经常下降，加载画面卡顿等等。,3
2026-05-10 06:07:07,gem ini haram ini tuh gem papji meningan main ff banyak nya main ff,1
2026-05-10 03:10:50,hello kenapa saya tida besa masuk dengan tiba tiba pas di awal ....tolong ada apa,5
2026-05-10 03:05:31,okelah,5
2026-05-10 02:49:18,sekarang pengamannya jelek sekali akun ku diretas orang kita laporkan kagak bisa bisa padahal kita sudah habis banyak buat top up orang yang retas menikmati secara gratis akun ku jadi malsa sudah main game ini,1
2026-05-10 02:33:49,semenjak ada greding pubg makin me mantek,4
2026-05-10 02:32:03,"game gacor, nostalgia mulu main ni Game",5
2026-05-10 00:53:03,"grading grading gak ngotak!!! tolong dipikir pikir lagi update an nya, di hapus itu grading grading an, banyak yang complain, makin hari makin aneh aja aturanya,bukan bikin rame game kalau kayak gini aturan gradingnya, tapi malah bikin sepi game, bikin orang bosan mainin nya.. tolong Tencent.. difikir fikir lagi.. saya aja udah bosan mainya...",2
2026-05-10 00:47:05,"ini kenapa setiap aku mau grinding ace tim ku pada jelek jelek sihh, kasih satu kali aja yang bagus gitu kek biar tau rasanya di gendong orang 🥲🥲🥲.",2
2026-05-10 00:27:03,perbaiki bug nya tuh apaan dalam game tombol fire hilang sediain aja kamera biar ngevlog aku gak jelas udah main lama ketawa aku ku hapus game ini,1
2026-05-10 00:25:21,bug mic dll,1
2026-05-09 22:50:23,Mantap bosss...,3
2026-05-09 22:11:12,Best one,5
2026-05-09 21:54:32,hapus sistem grading woi... permainan serasa membosan kan player pada ngendok,1
2026-05-09 21:45:20,baik,5
2026-05-09 21:14:57,ntah apa saja akun aku diblokir gk espek,1
2026-05-09 20:52:10,AKU KALI AKAN BERMAIN PUBG MOBILE AKU SEBELUM BERMAIN NYA MENGUCAPKAN SELAMAT DATANG DARI GAME FREE FIRE DAN SAYA AKAN PINDAH GAME KALI INI SAYA AKAN BERMAIN PUBG SELAMA BERAPA TAHUN YAA?,5
2026-05-09 20:08:44,Sistem grading malah membuat game ini banyak ditinggalkan oleh playernya dan event return yang membosankan. Tidak mengherankan game ini sekarang sepi peminatnya.,3
2026-05-09 19:57:13,ok,5
2026-05-09 19:18:11,tolong sekali aja ququeror 🤦,5
2026-05-09 19:17:35,game pubg ini enak dimaenkan karena buat senang2 dengan sytem promote bikin kami player tambah streess..gagal reset ulang...naik rank aja susah..lama2 player pubg makin banyak uninstall pindah game lain..karena dibuat tambah stresss sytem promote grading .bagus dihapus aja sytem promote kalau mau pemain betah bukan dibuat kesel n stress...bintang 1 pada kasi lama2 pubg hancur,1
2026-05-09 18:59:09,ternyata gem PUBG tidak sesulit ff,2
2026-05-09 18:29:11,Minta glacier min,5
2026-05-09 17:58:38,keren,5
2026-05-09 17:47:10,"Tidak ramah device menengah kebawah, makin update makin ngeframe",1
2026-05-09 17:35:47,kasih pilihan tatto di karakter asik si,5
2026-05-09 16:38:42,min tolong hilangkan gradingg bikin pusing,5
2026-05-09 16:38:35,tiap kali maen mode squad buat nyari orang random ga pernah dapet alhasil malah jadinya maen solo di mode squad jadi feels maennya ga imbang apalagi kalo ketemu party yang pro. tolong dijawab dan diperbaiki,2
2026-05-09 14:59:06,"Jadi Kurang Seru dan asyik dengan adanya sistem grading untuk naik ke rank ace. Hilangkan sistem gradingnya, seperti pubg dulu.",1
2026-05-09 14:07:34,geme ini sangat br tapi tpp lh,1
2026-05-09 13:56:38,masa bnyk bot dan bot lebih jago dari pada ore jelik PUBG sekarng yg lebih parah bot tau posisi kita,1
2026-05-09 13:00:48,"kenapa player seperti kami lambat sekali pengapdetan,, sedangkan player luar negri sudah pada apdet",1
2026-05-09 12:33:53,nge bug pas mau nembak,1
2026-05-09 12:31:18,gem ini bagu sekali men.,5
2026-05-09 11:22:44,fungsi redzone apa ya klau boleh tau? merugikan player...,1
2026-05-09 11:17:01,mantaps,5
2026-05-09 10:52:41,hy saya pleyer pubg mobile dari awal rilis sampai sekarang saya suka bermain pubg saya tidak ada kata bosan main pubg mobile ini cuma saya minta 1 tolong buatkan skin baju TNI AD geme pubg mobile ini sama persis seperti tentara dan kalo bisa mau dapatkan skin tentara jangan pake uc tolong di pertimbangkan tencent terimakasih,5
2026-05-09 10:51:57,tolong dong sistem tier di hapus....mending yg lama pakai poin..jngn sampai banyak player yg pergi...juga jangan sampai rating turun buat PUBG...trims,3
2026-05-09 10:50:08,game nya mempersulit bukan nya untuk asik asikan malah mempersulit,1
2026-05-09 10:28:25,game gak adil tim yg salah gw yg di hukum lu buta apa gimana?,1
2026-05-09 09:39:06,"loading nya lama banget, harus nunggu.",1
2026-05-09 09:16:38,tencent bikin mode classik bukan untuk kompentitif tapi buat konten yuotube/tik tok para sultan. kita hp kentang cuma figuran yang dibayar pake minus-25 dan kita ini dibikin tumbal buat nyenengin para sultan biar merka senang 🫡,1
2026-05-09 08:30:44,"sebaiknya hilang kan fitur grading yang tidak jelas itu, saya sudah grading mau ke ace master dan malah ke reset lagi pointnya itu yg bikin banyak player males main",2
2026-05-09 08:16:54,game telepor masih pake server 20hrz gw bingun kenapa masih banyak aja yang main game burik ini mending hapus banyak game seperti delta force arena breakout bakan blood strige aja pake 120hrz server,1
2026-05-09 06:38:22,gak kerasa 6thn saya main pubg,5
2026-05-09 06:17:09,"tolong pihak PUBG sistem main ofline di saat jaringan buruk bisa main ofline tanpa jaringan,kolo yang lainya tidak ada masalah dan kendala tolonglah adakan main ofline biar disaat tidak ada jaringan bisa main",5
2026-05-09 05:41:15,update bagus.. tapi tidak nyaman bagi pengguna hp tema gelap,4
2026-05-09 04:31:49,"SARAN TOLONG BACA buat team PUBG🙏🙏 kalo YouTube,plis jangan bisa buka YouTube dari PUBG,niat hati jagain anak biar ga buka video sembarangan,main PUBG dia bisa buka YouTube dari PUBG,dari video esport,lalu klik video ,kebukalah YouTube,mana ga bisa diawasin pake google family😭😭 aku juga main PUBG lho,maka nya paham,kita sering Mabar😭😭😭",4
2026-05-09 01:41:10,"match making nya lama banget,sudah sepi kah? atau memang gak pada aktif susah nyari musuh",2
2026-05-09 00:37:08,game sangat bagus tapi kenangan 2018 tidak pernah di lupakan,4
2026-05-08 23:39:54,"makin susah maen pakai sistem griding, lama2 hapus juga ni game",1
2026-05-08 22:50:04,gapapa,1
2026-05-08 22:43:00,top AP ga masuk malah uangku hilang padahal sudah tak qris eh sudah ke bayar malah pesanan ke cancel yaelahh mana dua kali kek gitu,1
2026-05-08 22:19:16,hy... developer dan team krafton tolong dong di map Tiongkok RONDO . Mobil yag warna putih di hapus saja ..di ganti mirado saja ya . Mobil putih itu engaa enak di gunakan banyak bug suspensi sama lari nya engaa bisa kenceng . karena itu di ganty mirado saja tangal 10 hari Minggu ad update. sekalian kabur kan request saya ya . terima kasih,4
2026-05-08 22:15:51,senjata sulit didapat 👎,1
2026-05-08 21:49:50,"tolong kenapa selalu mendownload otomatis padahal saya udah apis resource nya biar ga berat tapi setiap habis 1 match ternyata udah download otomatis lagi,",5
2026-05-08 21:47:24,game ya hd,5
2026-05-08 21:24:47,HAPUSS SISTEM GRADING WOY,1
2026-05-08 20:58:47,kereeen,3
2026-05-08 20:51:11,aku sangat kecewa sekarang prayer ya udah sedikit🤏 karena terlalu bayak msp hingga susah cari pertempuran map nya terlalu bayak hingga kiwa bayak melawan bot bot yg di ciptakan untuk jadi musuh kita jadi permainan gak asik,1
2026-05-08 20:49:33,"untuk game nya bagus, tapi mohon di kecilkan sedikit penyimpanan nya, hp saya udh gak kuat, saya main di 30 fps, dan saya mau main di 40 fps atau 60 fps jadi tolong lah devoloper pubg untuk di ringan kan game nya, dan semoga di update 4.4 bisa ke unlock sampe 60 fps semoga di baca sama developer nya",5
2026-05-08 20:41:50,This game is good but the match making is not fair. Ive matched with a pc player,5
2026-05-08 20:34:57,aku player lama yg putusin buat pensi karena gamenya terlalu berat,1
2026-05-08 19:38:09,game aneh,1
2026-05-08 19:31:26,kurang suka dengan game ini 🙏🙏,1
2026-05-08 18:32:33,"SAYA 7 TAHUN 6 BULAN MAIN PUBG DAN SERING TOP UP UC ! TAPI TIDAK PERNAH BISA DAPAT M416 GLACIER, SUDAH HABIS UC DAN TOKEN UNTUK SPIN MENDAPATKAN M416 GLACIER TAPI TIDAK PERNAH DAPAT.",2
2026-05-08 18:30:33,kenapa setiap saya gacha event selalu dapat zonk tolong dong berikan kami item yang bagus saya sudah top up uc,5
2026-05-08 18:22:32,Gamenya bagus tapi sistem grading minta tolong dihapus min bikin stresssssss...🙃,5
2026-05-08 17:40:12,tapi aku tidak bisa login,5
2026-05-08 17:22:28,udah pada pensi,3
2026-05-08 17:03:14,game haram,1
2026-05-08 16:30:10,Mempersulit player untuk naik tier. pantes player lama pada uninstall ni game. developer suka mempersulit 💢💢,1
2026-05-08 15:38:26,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😃😃😃,5
2026-05-08 15:37:32,sistem grading merusak permainan,1
2026-05-08 15:31:34,"game nya oke, cuman buat super smooth nya itu masih agak nge bug, banyak yang ga ke render pas match. itu memengaruhi permainan karena bisa mudah di kill oleh musuh",4
2026-05-08 15:31:15,game nya bagus banget,5
2026-05-08 15:25:40,kok ga bisa di download?????,3
2026-05-08 15:12:49,coba bikin pakai bahasa banjar,5
2026-05-08 14:15:17,"tolong kembalikan sistem rank seperti dulu, yg tidak ada grading nya, pubg semakin lama semakin aneh kalau update nya, harusnya saya sudah ace domi 20, gara² grading jadi stuck di ace master",1
2026-05-08 13:52:27,parah banget.. bot nya sakit banget.. masa nembak sekali langsung mati sama bot,3
2026-05-08 13:49:08,"game apaan ini,, ngelag terus apalagi pas cuma ada musuh doang ngelag ny bikin gw mau banting hp terus,, padahal jaringan gw bagus hp masih kencang, tolong buat pubg mobile di selasaikan permasalahan saya",3
2026-05-08 13:41:56,"kenapa PUBG saya keluar dengan sendirinya dan ketika akan login kembali tidak bisa padahal sehari sebelumnya tepatnya di tanggal 6/5/2026 bisa push rank tetapi ketika login di tanggal 7/5/2026 saya harus masuk kembali ke akun sosial media saya tetapi setelah saya coba login terjadi kesalahan padahal sebelumnya baik² saja dan itu berulang setelah saya otak Atik tetap sama tidak bisa masuk, bagaimana jalan keluarnya semua cara sudah saya coba",3
