Tanggal,Teks_Ulasan,Rating,Teks_Bersih,Teks_Stopword,Teks_Stemming
2026-05-11 18:38:54,"gw ulas ulang, gw suka game nya, tapi gw ingin akun yang kena hack sama orang luar bisa kembali ke gw, kalo bisa yaa, emang udah lama dari tahun 2021 kalo gak salah Kena hack, ada bukti screenshot profil nya juga waktu gw masih main akun itu.",5,gw ulas ulang gw suka game nya tapi gw ingin akun yang kena hack sama orang luar bisa kembali ke gw kalo bisa yaa emang udah lama dari tahun kalo gak salah kena hack ada bukti screenshot profil nya juga waktu gw masih main akun itu,ulas ulang suka akun kena hack orang yaa emang salah kena hack bukti screenshot profil main akun,ulas ulang suka akun kena hack orang yaa emang salah kena hack bukti screenshot profil main akun
2026-05-11 18:36:21,👍👍👍,5,,,
2026-05-11 18:26:44,pubg slalu dihati,5,pubg slalu dihati,slalu dihati,slalu hati
2026-05-11 18:14:27,Game ini sangat menalarupapan kang,5,game ini sangat menalarupapan kang,menalarupapan kang,menalarupapan kang
2026-05-11 18:12:23,"mantap, smenjak adanya sistem grading jadi makin menantang, main pubg jadi gak mudah bosen lagi karena sekarang naik tier jadi sesuatu yang lebih membanggakan",5,mantap smenjak adanya sistem grading jadi makin menantang main pubg jadi gak mudah bosen lagi karena sekarang naik tier jadi sesuatu yang lebih membanggakan,mantap smenjak sistem grading menantang main mudah bosen tier membanggakan,mantap smenjak sistem grading tantang main mudah bosen tier bangga
2026-05-11 18:09:22,game bagus tapi akun saya terkunci tidak bisa kembali lagi padahal berhenti main cuman sebentar karena kehalang device padahal akun itu sering aktif,5,game bagus tapi akun saya terkunci tidak bisa kembali lagi padahal berhenti main cuman sebentar karena kehalang device padahal akun itu sering aktif,bagus akun terkunci berhenti main cuman sebentar kehalang device akun aktif,bagus akun kunci henti main cuman sebentar halang device akun aktif
2026-05-11 18:06:41,min kapan ni update nya 4.4 ?,5,min kapan ni update nya,min ni update,min ni update
2026-05-11 18:05:08,Tolong sistem grading nya di permudah,5,tolong sistem grading nya di permudah,tolong sistem grading permudah,tolong sistem grading mudah
2026-05-11 18:01:21,min coba di perbaikin ya min soal nya saya nurunin grafis samepk super smoot tapi kok pas turun di poncingki rumah nya kok gak ke render min yang hp kentang buat msin kesusahan tolong ya min iziiinnnnnn mau proo,5,min coba di perbaikin ya min soal nya saya nurunin grafis samepk super smoot tapi kok pas turun di poncingki rumah nya kok gak ke render min yang hp kentang buat msin kesusahan tolong ya min iziiinnnnnn mau proo,min coba perbaikin min nurunin grafis samepk super smoot turun poncingki rumah render min hp kentang msin kesusahan tolong min iziiinnnnnn proo,min coba perbaikin min nurunin grafis samepk super smoot turun poncingki rumah render min hp kentang msin susah tolong min iziiinnnnnn proo
2026-05-11 18:00:34,menarik cuman hp saya gampang panas kalo bisa fps nya turunin lagi ☺️,4,menarik cuman hp saya gampang panas kalo bisa fps nya turunin lagi,menarik cuman hp gampang panas fps turunin,tarik cuman hp gampang panas fps turunin
2026-05-11 17:59:08,Bagus,5,bagus,bagus,bagus
2026-05-11 17:58:22,hiburan tiap hari,5,hiburan tiap hari,hiburan,hibur
2026-05-11 17:47:08,tidak hoki,5,tidak hoki,hoki,hoki
2026-05-11 17:46:45,gua udah update di 4.4 kok belum bisa main di event ya?,5,gua udah update di kok belum bisa main di event ya,update main event,update main event
2026-05-11 17:37:48,"kenapa view in game android dan iphone atau ipad harus dibedakan, kenapa tidak disama kan",1,kenapa view in game android dan iphone atau ipad harus dibedakan kenapa tidak disama kan,view in android iphone ipad dibedakan disama,view in android iphone ipad beda sama
2026-05-11 17:24:04,keren,5,keren,keren,keren
2026-05-11 17:22:47,bagus,5,bagus,bagus,bagus
2026-05-11 17:19:54,jelek,1,jelek,jelek,jelek
2026-05-11 17:19:43,keren,5,keren,keren,keren
2026-05-11 17:19:04,"kapan update bg , gua mau main ivent , tes senjata baru 😁",5,kapan update bg gua mau main ivent tes senjata baru,update bg main ivent tes senjata,update bg main ivent tes senjata
2026-05-11 17:18:55,"Seringkali saat main, tiba-tiba muncul notifikasi nyalakan lokasi saat ini. Jujur, ganggu banget dan sinyal mendadak down.",3,seringkali saat main tibatiba muncul notifikasi nyalakan lokasi saat ini jujur ganggu banget dan sinyal mendadak down,seringkali main tibatiba muncul notifikasi nyalakan lokasi jujur ganggu sinyal mendadak down,seringkali main tibatiba muncul notifikasi nyala lokasi jujur ganggu sinyal dadak down
2026-05-11 17:14:28,bagus sih tapi tolong kembalikan tower sam tower air dong soalnya saya dan bapak saya sering kesitu🙏,5,bagus sih tapi tolong kembalikan tower sam tower air dong soalnya saya dan bapak saya sering kesitu,bagus tolong kembalikan tower sam tower air kesitu,bagus tolong kembali tower sam tower air kesitu
2026-05-11 17:10:44,gak seru karna ada gereding,5,gak seru karna ada gereding,seru karna gereding,seru karna gereding
2026-05-11 17:10:06,udah bagus sih ini game cuma M4 gua belum glacier bisa kali dikasih,5,udah bagus sih ini game cuma m gua belum glacier bisa kali dikasih,bagus m glacier kali dikasih,bagus m glacier kali kasih
2026-05-11 17:06:40,game nya menyenangkan,5,game nya menyenangkan,menyenangkan,senang
2026-05-11 16:55:14,game muantapppp,5,game muantapppp,muantapppp,muantapppp
2026-05-11 16:53:21,bagus,5,bagus,bagus,bagus
2026-05-11 16:48:59,lama woii perataan updatenya,5,lama woii perataan updatenya,woii perataan updatenya,woii perata updatenya
2026-05-11 16:47:12,grading jadi males main.,1,grading jadi males main,grading males main,grading males main
2026-05-11 16:44:43,good,5,good,good,good
2026-05-11 16:43:59,debess,5,debess,debess,debess
2026-05-11 16:38:57,SEKARANG MALAH MAKIN DI PERSULIT DENGAN SISTEM GRADINGGGGGGG.... DARI ACE MASTER KE ACE DOMI TAPI LAWAN NYA CONQU APA COBA HAPUS SISTEM GRADINGGGGGGG CUMA MEMPERSULIT!!!!!!!!!!!!,1,sekarang malah makin di persulit dengan sistem gradinggggggg dari ace master ke ace domi tapi lawan nya conqu apa coba hapus sistem gradinggggggg cuma mempersulit,persulit sistem gradinggggggg ace master ace domi lawan conqu coba hapus sistem gradinggggggg mempersulit,sulit sistem gradinggggggg ace master ace dom lawan conqu coba hapus sistem gradinggggggg sulit
2026-05-11 16:37:23,Hp akan nge frame jika lawan hp spek tinggi kayak deskriniminasi aja gitu wkwkwk,4,hp akan nge frame jika lawan hp spek tinggi kayak deskriniminasi aja gitu wkwkwk,hp nge frame lawan hp spek deskriniminasi gitu wkwkwk,hp nge frame lawan hp spek deskriniminasi gitu wkwkwk
2026-05-11 16:24:58,"tolong dong yg cheat itu di ban, masa GK bisa deteksi",1,tolong dong yg cheat itu di ban masa gk bisa deteksi,tolong cheat ban gk deteksi,tolong cheat ban gk deteksi
2026-05-11 16:14:53,pubg good game,5,pubg good game,good,good
2026-05-11 16:10:10,keren banget,5,keren banget,keren,keren
2026-05-11 16:09:23,"Kenapaa saat login gagal""sajaa",4,kenapaa saat login gagalsajaa,kenapaa login gagalsajaa,kenapaa login gagalsajaa
2026-05-11 16:08:39,"udh main tierbl,ngk bagus lagi",1,udh main tierblngk bagus lagi,udh main tierblngk bagus,udh main tierblngk bagus
2026-05-11 16:04:46,tensen kok belum ada map vikendinya saya udah updet,5,tensen kok belum ada map vikendinya saya udah updet,tensen map vikendinya updet,tensen map vikendinya updet
2026-05-11 15:52:18,CEYU BANGET GAMENYA,5,ceyu banget gamenya,ceyu gamenya,ceyu gamenya
2026-05-11 15:51:39,game yang menyenangkan,5,game yang menyenangkan,menyenangkan,senang
2026-05-11 15:50:59,botnya tolong di kurangin lagi,5,botnya tolong di kurangin lagi,botnya tolong kurangin,bot tolong rangin
2026-05-11 15:45:46,"semoga kedepannya punya device mumpuni lah buat game ini, cuma device realme 9 pro ram 6gb udah syukur banget wkwk🗿",5,semoga kedepannya punya device mumpuni lah buat game ini cuma device realme pro ram gb udah syukur banget wkwk,semoga kedepannya device mumpuni device realme pro ram gb syukur wkwk,moga depan device mumpuni device realme pro ram gb syukur wkwk
2026-05-11 15:45:14,apa udah apdet apa belum,5,apa udah apdet apa belum,apdet,apdet
2026-05-11 15:42:24,"mending yang hp nya ga kuat jangan main pubg bro kusus hp sepek tinggi ya ingat, dan yang ngeluh sama gereding udh main pou aja jangan main pubg",5,mending yang hp nya ga kuat jangan main pubg bro kusus hp sepek tinggi ya ingat dan yang ngeluh sama gereding udh main pou aja jangan main pubg,mending hp kuat main bro kusus hp sepek ngeluh gereding udh main pou main,mending hp kuat main bro sus hp pek ngeluh gereding udh main pou main
2026-05-11 15:41:14,tidak bisa terbuka,5,tidak bisa terbuka,terbuka,buka
2026-05-11 15:26:25,tingkatkan perbaiki lagi masalah lag,4,tingkatkan perbaiki lagi masalah lag,tingkatkan perbaiki lag,tingkat baik lag
2026-05-11 15:24:51,keren,5,keren,keren,keren
2026-05-11 15:12:55,😌,1,,,
2026-05-11 14:45:57,bagus bgt,5,bagus bgt,bagus,bagus
2026-05-11 14:09:56,mantap poll👌🏻👌🏻👌🏻,5,mantap poll,mantap poll,mantap poll
2026-05-11 14:03:51,mantapp,5,mantapp,mantapp,mantapp
2026-05-11 13:57:01,ada setiap saat,5,ada setiap saat,,
2026-05-11 13:50:18,TOLONG YA MOONTON AGAR NAIK TIER NYA DIBUAT LEBIH GAMPANG PLIZZ MOONTON,5,tolong ya moonton agar naik tier nya dibuat lebih gampang plizz moonton,tolong moonton tier gampang plizz moonton,tolong moonton tier gampang plizz moonton
2026-05-11 13:46:45,sya sangat suka dengan game ini,5,sya sangat suka dengan game ini,sya suka,sya suka
2026-05-11 13:37:49,PUBG INI TERLALU PELIT KENAPA DI EMBLEM MITIC TIDAK ADA UPGRADE SENJATA (AKM) MALAH SKAR L,1,pubg ini terlalu pelit kenapa di emblem mitic tidak ada upgrade senjata akm malah skar l,pelit emblem mitic upgrade senjata akm skar l,pelit emblem mitic upgrade senjata akm skar l
2026-05-11 13:34:01,good,5,good,good,good
2026-05-11 13:14:55,"semenjak griding di kurangi jadi lebih gampang dan tidak membuat pusing, terima kasih pubgm sudah mengurangi sistem gridingnya lopp youuu",5,semenjak griding di kurangi jadi lebih gampang dan tidak membuat pusing terima kasih pubgm sudah mengurangi sistem gridingnya lopp youuu,semenjak griding kurangi gampang pusing terima kasih pubgm mengurangi sistem gridingnya lopp youuu,semenjak griding kurang gampang pusing terima kasih pubgm kurang sistem gridingnya lopp youuu
2026-05-11 13:04:27,mainkan sekarang,5,mainkan sekarang,mainkan,main
2026-05-11 13:00:56,"8 tahun masih tetap main, gak ada game lain yang lebih seru dari PUBG mobile",5,tahun masih tetap main gak ada game lain yang lebih seru dari pubg mobile,main seru mobile,main seru mobile
2026-05-11 12:59:01,"gokil ni game, ndak kayak epep",5,gokil ni game ndak kayak epep,gokil ni ndak epep,gokil ni ndak epep
2026-05-11 12:58:31,pubg season kapan. ?,5,pubg season kapan,season,season
2026-05-11 12:54:18,"pubg p nya ""pemenangnya"" mobile m nya ""masalalu"" APCB🤣",5,pubg p nya pemenangnya mobile m nya masalalu apcb,p pemenangnya mobile m masalalu apcb,p menang mobile m masalalu apcb
2026-05-11 12:53:33,hhhahahahaah terbaik 😀,5,hhhahahahaah terbaik,hhhahahahaah terbaik,hhhahahahaah baik
2026-05-11 12:53:05,bagus,5,bagus,bagus,bagus
2026-05-11 12:14:16,Game sangat seru,5,game sangat seru,seru,seru
2026-05-11 11:47:47,saya sangat senang dengan pubg in,5,saya sangat senang dengan pubg in,senang in,senang in
2026-05-11 11:45:18,"coba untuk naik ace gradingnya 1 kali, ace master 2 kali, dan ace dominator 3 lali..kita cuman main game untuk senang2 intinya jangan dipersulit. kita2 kan buka player kompetitip kalau yg mau kompetitip kan udah ada map ultimate royal",1,coba untuk naik ace gradingnya kali ace master kali dan ace dominator lalikita cuman main game untuk senang intinya jangan dipersulit kita kan buka player kompetitip kalau yg mau kompetitip kan udah ada map ultimate royal,coba ace gradingnya kali ace master kali ace dominator lalikita cuman main senang intinya dipersulit buka player kompetitip kompetitip map ultimate royal,coba ace gradingnya kali ace master kali ace dominator lalikita cuman main senang inti sulit buka player kompetitip kompetitip map ultimate royal
2026-05-11 11:40:38,mantap udah 8 tahun saya main tetap aja ngk bosan,5,mantap udah tahun saya main tetap aja ngk bosan,mantap main ngk bosan,mantap main ngk bosan
2026-05-11 11:35:38,"game ramah dan baik hati, tapi kikir dikit",5,game ramah dan baik hati tapi kikir dikit,ramah hati kikir dikit,ramah hati kikir dikit
2026-05-11 11:13:26,dari keseluruhan game nya udah seru tapi cuma di sistem top up sama gacha nya aja yang kemahalan 🗿,5,dari keseluruhan game nya udah seru tapi cuma di sistem top up sama gacha nya aja yang kemahalan,seru sistem top up gacha kemahalan,seru sistem top up gacha mahal
2026-05-11 10:57:44,"ini kenapa ya PUBG MOBILE lebih 5 kali akun saya kena observasi saya bermain sportif dan tidak melakukan kecurangan apapun, alasan observasi karena banyak nya pemain yang melaporkan terkait kecurangan, maksut saya kalo memang saya bersalah langsung baned saja nggak perlu observasi sangat merugikan saya, saya bermain dportif dan tidak melakukan kecurangan, laporan pemain lain?? bukan nya prilaku pemain sekarang memang begitu ya dikit2 report laporkan, kalo terus begini ini sangat merugikan saya",1,ini kenapa ya pubg mobile lebih kali akun saya kena observasi saya bermain sportif dan tidak melakukan kecurangan apapun alasan observasi karena banyak nya pemain yang melaporkan terkait kecurangan maksut saya kalo memang saya bersalah langsung baned saja nggak perlu observasi sangat merugikan saya saya bermain dportif dan tidak melakukan kecurangan laporan pemain lain bukan nya prilaku pemain sekarang memang begitu ya dikit report laporkan kalo terus begini ini sangat merugikan saya,mobile kali akun kena observasi bermain sportif kecurangan apapun alasan observasi pemain melaporkan terkait kecurangan maksut bersalah langsung baned nggak observasi merugikan bermain dportif kecurangan laporan pemain prilaku pemain dikit report laporkan merugikan,mobile kali akun kena observasi main sportif curang apa alas observasi main lapor kait curang maksut salah langsung baned nggak observasi rugi main dportif curang lapor main prilaku main dikit report lapor rugi
2026-05-11 10:51:49,kapan update versi terbaru?,5,kapan update versi terbaru,update versi terbaru,update versi baru
2026-05-11 10:42:47,hapus sistem grading,1,hapus sistem grading,hapus sistem grading,hapus sistem grading
2026-05-11 10:32:17,"Saya sangat terbantu dengan grafik super smooth yg tersedia karena hp kentang saya bisa menjalankan di fps extreme(60 fps), tapi kenapa setiap selesai match dan kembali ke lobby itu data unduhan outfit berjalan/mengunduh otomatis ya? saya sudah nonaktifkan semua fitur unduhan otomatis padahal dan saya menggunakan smart download harusnya selain file yg saya pilih itu tidak ikut terdownload.. itu saja keluhan saya, semoga update kedepannya bisa fix untuk unduh otomatis setelah laga. terima kasih",5,saya sangat terbantu dengan grafik super smooth yg tersedia karena hp kentang saya bisa menjalankan di fps extreme fps tapi kenapa setiap selesai match dan kembali ke lobby itu data unduhan outfit berjalanmengunduh otomatis ya saya sudah nonaktifkan semua fitur unduhan otomatis padahal dan saya menggunakan smart download harusnya selain file yg saya pilih itu tidak ikut terdownload itu saja keluhan saya semoga update kedepannya bisa fix untuk unduh otomatis setelah laga terima kasih,terbantu grafik super smooth tersedia hp kentang menjalankan fps extreme fps selesai match lobby data unduhan outfit berjalanmengunduh otomatis nonaktifkan fitur unduhan otomatis smart download file pilih terdownload keluhan semoga update kedepannya fix unduh otomatis laga terima kasih,bantu grafik super smooth sedia hp kentang jalan fps extreme fps selesai match lobby data unduh outfit berjalanmengunduh otomatis nonaktif fitur unduh otomatis smart download file pilih terdownload keluh moga update depan fix unduh otomatis laga terima kasih
2026-05-11 10:28:24,gooning game,5,gooning game,gooning,gooning
2026-05-11 10:25:29,"di event ini sinyal gak stabil , padahal klo maen non event stabil tapi kalo pindah main di event malah sering loncat ping nya ! jadi males main nya.. nanti bintangnya di tambah kalo sinyal nya sudah di perbaiki..",5,di event ini sinyal gak stabil padahal klo maen non event stabil tapi kalo pindah main di event malah sering loncat ping nya jadi males main nya nanti bintangnya di tambah kalo sinyal nya sudah di perbaiki,event sinyal stabil klo maen non event stabil pindah main event loncat ping males main bintangnya sinyal perbaiki,event sinyal stabil klo maen non event stabil pindah main event loncat ping males main bintang sinyal baik
2026-05-11 10:14:30,josss,5,josss,josss,josss
2026-05-11 10:13:02,keren,5,keren,keren,keren
2026-05-11 10:02:38,8 tahun bermain M4 ku masih panuan.,1,tahun bermain m ku masih panuan,bermain m ku panuan,main m ku panuan
2026-05-11 10:01:17,"ijin pamit dri PUBG, ribet amat mainnya sulit naik tiernya bawaannya BOSAN",1,ijin pamit dri pubg ribet amat mainnya sulit naik tiernya bawaannya bosan,ijin pamit dri ribet mainnya sulit tiernya bawaannya bosan,ijin pamit dri ribet main sulit tiernya bawa bosan
2026-05-11 09:57:53,game bangus,4,game bangus,bangus,bangus
2026-05-11 09:49:49,min kok pubg saya gak bisa login pakek wifi kalau pakek data normal,1,min kok pubg saya gak bisa login pakek wifi kalau pakek data normal,min login pakek wifi pakek data normal,min login pakek wifi pakek data normal
2026-05-11 09:34:46,game haram tapi aku suka karena karakternta ga pake baju,5,game haram tapi aku suka karena karakternta ga pake baju,haram suka karakternta pake baju,haram suka karakternta pake baju
2026-05-11 09:26:08,"tolong untuk memberikan kinerja extra yaitu dual sinyal antara penggunaan wifi dan data secara bersamaan untuk memperkuat sinyal dalam permainan, meski sudah ada tetap saja tidak ada pengaruh dan terlihat seperti Beta, tolong di optimalkan lagi",1,tolong untuk memberikan kinerja extra yaitu dual sinyal antara penggunaan wifi dan data secara bersamaan untuk memperkuat sinyal dalam permainan meski sudah ada tetap saja tidak ada pengaruh dan terlihat seperti beta tolong di optimalkan lagi,tolong kinerja extra dual sinyal penggunaan wifi data bersamaan memperkuat sinyal permainan pengaruh beta tolong optimalkan,tolong kerja extra dual sinyal guna wifi data sama kuat sinyal main pengaruh beta tolong optimal
2026-05-11 09:24:16,kenapa saya gak bisa download obb. tertulis downloading resource terus. uninstall apk dan coba install eh masih sama kenapa yaa mohon jawab,1,kenapa saya gak bisa download obb tertulis downloading resource terus uninstall apk dan coba install eh masih sama kenapa yaa mohon jawab,download obb tertulis downloading resource uninstall apk coba install eh yaa mohon,download obb tulis downloading resource uninstall apk coba install eh yaa mohon
2026-05-11 08:49:44,"sebenernya seru ya tapi semenjak ada grading sebenernya ya menantang tapi lebih ke males main gitu jadi susah banget disananya, apalagi buat ke rank terakhir sekarang udah ace dominator aja udah ga sanggup ngestack di ace dominator 14😭",3,sebenernya seru ya tapi semenjak ada grading sebenernya ya menantang tapi lebih ke males main gitu jadi susah banget disananya apalagi buat ke rank terakhir sekarang udah ace dominator aja udah ga sanggup ngestack di ace dominator,sebenernya seru semenjak grading sebenernya menantang males main gitu susah disananya rank ace dominator sanggup ngestack ace dominator,sebenernya seru semenjak grading sebenernya tantang males main gitu susah sana rank ace dominator sanggup ngestack ace dominator
2026-05-11 08:23:08,lama banget najis login doang ga kaya epep atau pun mobile legende,1,lama banget najis login doang ga kaya epep atau pun mobile legende,najis login doang kaya epep mobile legende,najis login doang kaya epep mobile legende
2026-05-11 08:14:49,👍👍👍,5,,,
2026-05-11 07:38:16,"gw main dri 2020, download dri play store,tiba tbia akun gw kenak blokir,dengan alesan dowloat tidak sah ,benahi dulu sistem mu krafton beda sama Tencent dulu",1,gw main dri download dri play storetiba tbia akun gw kenak blokirdengan alesan dowloat tidak sah benahi dulu sistem mu krafton beda sama tencent dulu,main dri download dri play storetiba tbia akun kenak blokirdengan alesan dowloat sah benahi sistem mu krafton beda tencent,main dri download dri play storetiba tbia akun nak blokirdengan alesan dowloat sah benah sistem mu krafton beda tencent
2026-05-11 07:33:20,game nya seru,5,game nya seru,seru,seru
2026-05-11 04:20:08,Marai tambah mumet,4,marai tambah mumet,marai mumet,mara mumet
2026-05-11 03:15:23,JELEK BANGET,1,jelek banget,jelek,jelek
2026-05-11 02:32:13,6 tahun aku bersama PUBGM. Terimakasih telah berikan game sebagus ini,5,tahun aku bersama pubgm terimakasih telah berikan game sebagus ini,pubgm terimakasih sebagus,pubgm terimakasih bagus
2026-05-11 02:22:41,"setelah adanya tantangan tier buat naik tier jadi males main, susa susa naik nya cuman ga masuk syarat 1x di reset sampe abis, bikin ribet pemain aja ,gimana ga sepi ni game hadeh hadehh. uda ribet di tambah bikin ribettt.",1,setelah adanya tantangan tier buat naik tier jadi males main susa susa naik nya cuman ga masuk syarat x di reset sampe abis bikin ribet pemain aja gimana ga sepi ni game hadeh hadehh uda ribet di tambah bikin ribettt,tantangan tier tier males main susa susa cuman masuk syarat x reset sampe abis ribet pemain gimana sepi ni hadeh hadehh uda ribet ribettt,tantang tier tier males main susa susa cuman masuk syarat x reset sampe abis ribet main gimana sepi ni hadeh hadehh uda ribet ribettt
2026-05-11 01:10:14,"Aku download apk lain bisa semua bisa tapi Pas mau masuk malah mentok dilobi,,🥲 beri kesempatan untuk veteran Yang lama pensi ini guru",5,aku download apk lain bisa semua bisa tapi pas mau masuk malah mentok dilobi beri kesempatan untuk veteran yang lama pensi ini guru,download apk masuk mentok dilobi kesempatan veteran pensi guru,download apk masuk mentok lobi sempat veteran pensi guru
2026-05-11 00:25:47,game nya kurang jelas.peta nya tunjukkan musuh salah arah.musuh di depan. arah peta arah kiri. banyak kali.banyak bab nya. ap kagak bisa di ringan kan lagi game ini ap. kurang aj bintang nya,1,game nya kurang jelaspeta nya tunjukkan musuh salah arahmusuh di depan arah peta arah kiri banyak kalibanyak bab nya ap kagak bisa di ringan kan lagi game ini ap kurang aj bintang nya,jelaspeta tunjukkan musuh salah arahmusuh arah peta arah kiri kalibanyak bab ap kagak ringan ap aj bintang,jelaspeta tunjuk musuh salah arahmusuh arah peta arah kiri kalibanyak bab ap kagak ringan ap aj bintang
2026-05-11 00:25:16,"makin lama PUBG makin berat, musuh nya engga imbang, fps turun terus",1,makin lama pubg makin berat musuh nya engga imbang fps turun terus,berat musuh engga imbang fps turun,berat musuh engga imbang fps turun
2026-05-11 00:10:29,"saya baru saja seminggu mendownload game ini, pada saat bermain klasik saya selalu kalah, setelah saya perhatikan lagi ternyata musuh sudah tier conqueror, bayangkan para player baru (gold) di habiskan dalam satu match oleh tier conqueror, keseimbangan match di game ini sangat buruk.",1,saya baru saja seminggu mendownload game ini pada saat bermain klasik saya selalu kalah setelah saya perhatikan lagi ternyata musuh sudah tier conqueror bayangkan para player baru gold di habiskan dalam satu match oleh tier conqueror keseimbangan match di game ini sangat buruk,seminggu mendownload bermain klasik kalah perhatikan musuh tier conqueror bayangkan player gold habiskan match tier conqueror keseimbangan match buruk,minggu mendownload main klasik kalah perhati musuh tier conqueror bayang player gold habis match tier conqueror imbang match buruk
2026-05-10 23:52:54,coba tambahkan ban perangkat jangan hanya ban akun,5,coba tambahkan ban perangkat jangan hanya ban akun,coba tambahkan ban perangkat ban akun,coba tambah ban perangkat ban akun
2026-05-10 23:18:46,Pembelian saya sudah dibayar tp dalam game tidak berhasil,3,pembelian saya sudah dibayar tp dalam game tidak berhasil,pembelian dibayar tp berhasil,beli bayar tp hasil
2026-05-10 22:45:49,"itu sistem grading ganti lah ke quest kek harus kill 100+4x chicken jadi kagak usah harus placement trus berturut-turut,, ada harus kill juga pake bom, molotov, AR, SMG, SNIPER masak harus ketemu musuh / team ngendok trus gara"" grading yang bener aja lu Dev",5,itu sistem grading ganti lah ke quest kek harus kill x chicken jadi kagak usah harus placement trus berturutturut ada harus kill juga pake bom molotov ar smg sniper masak harus ketemu musuh team ngendok trus gara grading yang bener aja lu dev,sistem grading ganti quest kek kill x chicken kagak placement berturutturut kill pake bom molotov ar smg sniper masak ketemu musuh team ngendok gara grading bener dev,sistem grading ganti quest kek kill x chicken kagak placement berturutturut kill pake bom molotov ar smg sniper masak ketemu musuh team ngendok gara grading bener dev
2026-05-10 22:31:56,"tidak se asik dulu, sekarang terlalu banyak bot nya, pemain kembali gak bisa main sama teman lama karena perbedaan rank. gak asik",1,tidak se asik dulu sekarang terlalu banyak bot nya pemain kembali gak bisa main sama teman lama karena perbedaan rank gak asik,asik bot pemain main teman perbedaan rank asik,asik bot main main teman beda rank asik
2026-05-10 22:31:32,min pubg buat ringan banyak yang pensi gara gara memori kecil plis lah buat ringan,4,min pubg buat ringan banyak yang pensi gara gara memori kecil plis lah buat ringan,min ringan pensi gara gara memori plis ringan,min ringan pensi gara gara memori plis ringan
2026-05-10 21:59:03,tolong update kali ini pintu nya di hapus kayak epep😅😅,5,tolong update kali ini pintu nya di hapus kayak epep,tolong update kali pintu hapus epep,tolong update kali pintu hapus epep
2026-05-10 21:44:29,grading buruk minimal gausah di reset lah PUBG kecewa gua,1,grading buruk minimal gausah di reset lah pubg kecewa gua,grading buruk minimal gausah reset kecewa,grading buruk minimal gausah reset kecewa
2026-05-10 21:34:00,Game nya bagus sih tapi game nya haram!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ngapain sih liat bawah haram,1,game nya bagus sih tapi game nya haramngapain sih liat bawah haram,bagus haramngapain liat haram,bagus haramngapain liat haram
2026-05-10 21:29:18,"geme bagus Wajib download sih,tidak di sarankan untuk hp kentang 🗿",5,geme bagus wajib download sihtidak di sarankan untuk hp kentang,geme bagus wajib download sihtidak sarankan hp kentang,geme bagus wajib download sihtidak saran hp kentang
2026-05-10 21:08:59,"ga seimbang musuhnya, jaringannya juga bermasalah.",1,ga seimbang musuhnya jaringannya juga bermasalah,seimbang musuhnya jaringannya bermasalah,imbang musuh jaring masalah
2026-05-10 20:34:50,hapus sistem grading aneh bet,1,hapus sistem grading aneh bet,hapus sistem grading aneh bet,hapus sistem grading aneh bet
2026-05-10 20:12:14,bagus👍😍,5,bagus,bagus,bagus
2026-05-10 19:51:36,punyakku gak bisa dilogin,1,punyakku gak bisa dilogin,punyakku dilogin,punyakku dilogin
2026-05-10 19:43:40,game burik tier tinggi suruh gabung pemain grading,1,game burik tier tinggi suruh gabung pemain grading,burik tier suruh gabung pemain grading,burik tier suruh gabung main grading
2026-05-10 19:34:24,oke goog,5,oke goog,oke goog,oke goog
2026-05-10 19:17:55,pelitttt,5,pelitttt,pelitttt,pelitttt
2026-05-10 19:06:51,"layanan pemulihan akun sangatlah buruk,karna saya mengisi formulir selalu layar saya ke atas dan ke bawah",1,layanan pemulihan akun sangatlah burukkarna saya mengisi formulir selalu layar saya ke atas dan ke bawah,layanan pemulihan akun burukkarna mengisi formulir layar,layan pulih akun burukkarna isi formulir layar
2026-05-10 19:03:54,game haram,1,game haram,haram,haram
2026-05-10 18:38:15,"gk masuk akal game nya, fast level 3 helm level 3 bisa kalah sama yg level 1, lucu game nya",1,gk masuk akal game nya fast level helm level bisa kalah sama yg level lucu game nya,gk masuk akal fast level helm level kalah level lucu,gk masuk akal fast level helm level kalah level lucu
2026-05-10 17:50:52,terlalu alay bukannya perang malah banyakan event,1,terlalu alay bukannya perang malah banyakan event,alay perang banyakan event,alay perang banyak event
